id,title,artist,year,genre,style,sample
1078,That's How I'm Living,Tony Scott,1989,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1079,Pooh Butt Day,Soul Intent,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1080,Straight Up (Ultimix Mix),Paula Abdul,1990,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1081,Coast to Coast,Word of Mouth feat. DJ Cheese,1986,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1082,Agression Animée,The Alchemist,2017,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1083,Here We Go,Southpaw Chop feat. Large Professor,2010,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1084,Check Dis Out,Serious,1996,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1085,Rockin' Over the Beat (Remix),Technotronic,1990,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1086,8 Ball,DJ Quik,1991,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1087,Manic Stampede,Krome & Time,1992,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1088,The Comfort Zone,Vanessa Williams,1991,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1089,School Days,Big L,2010,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1090,Alright Alright,Masters at Work,1987,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1091,Fastest Rhyme,Young MC,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1092,Strange Piano,Quasimoto,2005,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1093,He Is My DJ,Da Tekno Warriors,1998,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1094,Танцы,Мальчишник,1992,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1095,C'est La Vie,Zuna,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1096,Dum Dums,Das EFX,1992,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1097,Zoom,Dr. Dre and LL Cool J,1998,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1098,Back in Black (Feel the Bass Mix),Techmaster P.E.B. and DJ Magic Mike,1996,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1099,"Grand Puba, Positive and L.G.",Brand Nubian feat. Positive K and Easy L.G.,1990,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1100,Chillin' With Santa,Derek B,1987,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1101,P.E. 2000 (Rock Mix),P. Diddy feat. Chuck D,1999,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1102,Dzieci Kwiaty,Tabasko,2012,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1103,The Look (Head-Drum-Mix),Roxette,1989,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1104,Raw,Technotronic,1989,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1105,Goes Like,Skepsis,2017,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1106,Speed,Bran Van 3000,2001,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1107,Hip Hop Is Dead,Nas feat. will.i.am,2006,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1108,...Nur Musik Ist Schöner,SDP feat. Maliq,2006,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1109,Funky Fresh Dressed,Missy Elliott feat. Ms. Jade,2002,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1110,1 Contra 20 MC's,ToteKing,2004,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1111,Dirtchamber Track 1,The Prodigy,1999,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1112,Run for Cover,Eric B. & Rakim,1990,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1113,몸만와 [Let's Play House],HOBBY feat. Crush (Korean),2016,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1114,"Make Some Noise (Julian ""Jumpin"" Perez Mix)",Fast Eddie,1990,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1115,Moments in Soul,J.T. And the Big Family,1989,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1116,Hardstreet Shit,Radical 2 React,1997,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1117,Pie Fighters,"DJ Q-Bert feat. DZK, Madchild and Sicknature",2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1118,The Phantom (Turntable Scratch),Renegade Soundwave,1989,Electronic / Dance,Multiple Elements,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1119,Get Busy,Mr. Lee (Chicago House),1989,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1120,White Boy Wasted,Your Favorite Martian and Dumbfoundead,2012,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1121,Rock and Roll (Could Never Hip Hop Like This) Part 2/Knockers,"Handsome Boy Modeling School, DJ Grand Wizard Theodore, Jazzy Jay and Lord Finesse feat. Rahzel, Linkin Park and Tim Meadows",2004,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1122,Things'll Never Change,E-40 feat. Bo Roc,1996,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1123,Adesso Lo So,DJ Shocca feat. Mistaman,2004,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1124,How Y'All Feel,Junki Munki,2007,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1125,On the Prowl,MC Skat Kat and the Stray Mob,1991,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1126,Dance All Nite,Poison Clan,1990,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1127,Mister Cee's Master Plan,Big Daddy Kane,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1128,Pump Up the Bass,DJ Jazzy Jeff & the Fresh Prince,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1129,Bust a Move (Funkymix),Young MC,1994,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1130,Perfection,Run-DMC,1986,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1131,We're in Da House,"Kris Kross feat. Jermaine Dupri, Terrance Shelton and X-Man",1992,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1132,Award Show Life,Prodigy,2012,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1133,Playback,Playback (K-Pop),2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1134,Springfield,Martin Tungevaag and Italobrothers,2015,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1135,Hey Here We Go,UMC's,1991,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1136,The Beginning (No Further Delay),Run-DMC feat. Method Man,1998,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1137,Shake That!,Scooter,2004,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1138,Sweet Misery (Rush/Stretch Remix),Amel Larrieux,2000,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1139,40 & Hiero,E-40 feat. Hieroglyphics,2012,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1140,DJ Business,Mystery Man,1992,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1141,Immortality,Maniac of Noize,1994,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1142,Failbait,deadmau5 feat. Cypress Hill,2012,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1143,Bass,King Tee,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1144,Disappear,Bubba Sparxxx,2003,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1145,Stupido,Marracash,2010,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1146,DamDaDi,Golden Child (K-Pop Group),2017,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1147,Romantic,Karyn White,1991,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1148,Young Playah',Mac Dre,1992,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1149,Confusion on the Inside,44 Max,1991,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1150,Techno Medley (Pettibone Mix),Technotronic,1990,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1151,Homey Don't Play Dat,Terminator X feat. Bonnie 'N' Clyde,1991,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1152,Cruise Beast,The Quick Brown Fox,2012,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1153,My DJ (Pump It Up Some),Richie Rich,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1154,Hip Hop Music,Braille,2004,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1155,Pourquoi Je Suis Là,IAM,1998,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1156,Glazed Donuts (One 4 Dilla),J-Dubble,2006,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1157,It Don't Stop (Hip Hop Classic),Kris Kross,1993,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1158,Fx & Scratches (Vol. 2),Simon Harris,1988,Other,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1159,Sad and Blue,Funkmaster Flex,1993,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1160,This Changes Everything,"Robert Glasper and Buddy feat. Denzel Curry, Terrace Martin and James Poyser",2019,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1161,Dum Dum Cry,Masters at Work,1987,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1162,Three Little Indians,Run-DMC,1993,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1163,Rock the Spot,Boom Bap Project,2005,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1164,If You Knew,Lil Bibby,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1165,Feedback,"Adoonga and Bora feat. KISUM, Lil' Cham and Jace (Korean Rapper)",2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1166,Here We Go Again,Danger Mouse and Jemini,2003,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1167,Unified Rebelution,Jurassic 5,1995,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1168,Indul a Menet,Dopeman and Ganxsta Zolee,1997,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1169,Get Down,Derek B,1987,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1170,Don't Stop Till You Get Enough (Ultimix),Michael Jackson,2009,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1171,Window Peeper,Phonic Boy on Dope,2014,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1172,Widdit,Lava La Rue,2018,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1173,Feelin',Gloria Estefan,1998,Soul / Funk / Disco,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1174,No B.S. Allowed,Stetsasonic,1991,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1175,The People Want More,Darrien Kelly and The Unknown MC,1998,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1176,Cypher #3,"PlanBe, Anatom, Bedoes and Smolasty",2017,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1177,Love's Got Me,Loose Ends,1990,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1178,Drop,Ying Yang Twins,2008,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1179,Long Dick Chinese,Fresh Kid Ice,1992,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1180,Stuck,Limp Bizkit,1997,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1181,Ice M.F. T,Ice-T,1993,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1182,Pass the Shovel,Gravediggaz,1994,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1183,Mega-Mixx II,2 Live Crew,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1184,Puyat,Rjay Ty feat. Ron Henley,2017,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1185,Quik Is the Name,DJ Quik,1991,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1186,Bikini a Lunares Amarillos,The Sacados,1990,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1187,Cocaine,Dino Lenny,1991,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1188,Grand Canyon Suite,DJ Icey,1997,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1189,The Spy Who Loved Me (Theme),Matt Furniss,1990,Soundtrack / Library,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1190,Blow the Party (Original),Groove Assassin,2016,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1191,It's All About You,Cut King,1987,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1192,I Want It All,Transplants,2005,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1193,Pump Up Da' Jam,DJ Funk,1999,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1194,Another Day in Paradise,Jam Tronik,1989,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1195,Hip Hop,Donya,2007,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1196,Some Shit @ 78 BPM (The Scratch Opera),Buckshot LeFonque,1994,Jazz / Blues,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1197,Funky 2 Listen 2,Large Professor,1996,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1198,When DC Talks,DC Talk,1990,Gospel,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1199,Ain't Got No Class,Da Lench Mob feat. Cypress Hill,1992,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1200,Let's Go,Boot Camp Clik,2006,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1201,Andrew Ford Medina,Andrew E.,1990,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1202,Quadra Y Discos,Wagon Christ,2004,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1203,Doo Woo You,Digital Underground,1993,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1204,TBM Mix (Acid House Mix),Sample Syndicate,1988,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1205,Gettin‘ Jiggy With It,Maeckes,2016,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1206,Zaterdag,KIA,1996,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1207,Duck Sick,Compton's Most Wanted,1990,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1208,Stay Humble,Flamingosis,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1209,Feel One,Luke Vibert,2020,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1210,Nobody's Bizness,3rd Degree (3),1998,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1211,Don't Stop,M.C. Sar & the Real McCoy,1990,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1212,Jayou,Jurassic 5,1997,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1213,Bass (Original),King Tee,1987,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1214,Interludio Pt. 2,Movimiento Original feat. DJ Acres,2008,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1215,We're All Beautiful (Foxsky Remix),ABSRDST and Diveo,2016,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1216,Order in the House,Asrock L0T0B7D,1986,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1217,Mistakes of a Woman in Love With Other Men,Slick Rick,1991,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1218,Rap De La Mili,Codigo Mortal,1989,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1219,Bass Shaker,DJ Defkline,2014,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1220,Le Dealer,Rayer,1990,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1221,Deputy Willie's One Tough Chap!,"Riyou Kinugasa, Takuya Kobayashi and Hiromi Mizutani",2010,Soundtrack / Library,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1222,C Sample Mix,Confetti's,1989,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1223,Gift to Be Swift,Southpaw (Rap Duo),1993,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1224,The People Love It,Scott Brown and Bass-D & King Matthew,1996,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1225,Can't Stop the Bumrush,Masta Ace,1990,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1226,Metal Plant,Vibe Avenue,2016,Soundtrack / Library,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1227,Here We Go,Phat Doug,1995,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1228,C'est La Même Histoire,Sté Strausz,1995,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
