id,title,artist,year,genre,style,sample
527,Get'n Open,Strickly Roots,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
528,Fat Rhymin',M.C.M.,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
529,Gardez L'Écoute,Mellowman,1995,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
530,Criminals,A.M.W.,1990,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
531,Turn,Luke Vibert,2018,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
532,L'uomo Allo Specchio,Frank Siciliano,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
533,"Ghettoland, U.S.A.",Baritone Tiplove,1991,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
534,Walk On,Private Investigators,1993,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
535,Act Down Packed,HDV,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
536,Dinner With a Supermodel,Shawn Chrystopher,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
537,Talking in My Sleep,Chanté Moore,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
538,Still Huggin a Nut (S​.​H​.​A​.​N),KRS-One,2016,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
539,Soul Plate,King Tee feat. Deadly Threat and Tha Chill,2012,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
540,Mysterious Place,KLIM Beats,2018,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
541,Wheniminthespot,"Marcus (BandCamp) feat. Baro, KushDaddySlavens and Sol' MANIC",2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
542,Where You From,Phil Ade feat. Fat Trel,2011,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
543,Never Left,Swoope,2017,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
544,Check Me Out Baby Pah,Lord Finesse feat. Page the Hand Grenade,2003,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
545,We Got It (Marley Marl Pirate Mix),Immature feat. Lords of the Underground,1996,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
546,Criminal Minded,DJ Smokey,2018,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
547,Down & Dirty,TMC,1994,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
548,Sandman,Blu feat. Homeboy Sandman,2014,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
549,Ya Woman IZ Fuckin',Dice (Rapper),1992,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
550,Time for Peace,"Paris feat. Shock G, Money-B and Sway & King Tech",2004,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
551,I'm All That,DJ Jazzy Jeff & the Fresh Prince,1991,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
552,Let's Rock On,Scha Dara Parr,2016,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
553,Done,Natural Elements,2011,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
554,Love,Eric B.,1995,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
555,Gib Ihn Einfach (Dies Das 2),"Ghanaian Stallion feat. Audio88, Yassin and Dexter",2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
556,Niggas Catchin' Seizures,Crazy Bayshore Stylin',1995,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
557,Youth Gone Mad,Brokin English Klik,1993,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
558,Who Ridin',Kam,1995,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
559,For Now,Locksmith (Rapper) feat. Rebecca Nobel,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
560,Take No Crap (Original Version),Cut 'N' Move,1990,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
561,Raise the Devil,Insane Poetry,1992,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
562,Nautilus in the Nautica,E. Jones,2019,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
563,Back Seat Betty,Choice,1990,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
564,Ensemble,C-Sen and Dar.C,2018,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
565,Do It,"Bobby ""Bobcat"" Ervin",1989,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
566,Takin Ova,Doap on Arrival,2014,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
567,Geweten,Sticks,2020,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
568,Comin at Ya,Mike D Chill,1994,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
569,Smile,E. Jones,2022,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
570,CP3,Jalen Santoy,2016,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
571,Take a Look,DJ Frane,2008,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
572,Test Da Rocket Launcha,Chocolate Bam Boo,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
573,Shoots and Ladders (Industrial Remix),Korn,1994,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
574,Don't Fall,"B. Cooper feat. Chad Jones, Canon and Jay Cabassa",2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
575,Organic Greens,Tristate,2023,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
576,Pieces of a Thesis,Funky DL feat. Abioseh,2020,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
577,M.V.S.,Jack the Smoker,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
578,Nós Não Ama,L v K S and VHOOR,2018,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
579,PENISLAND MEGAMASHUP,Penisland,2021,Electronic / Dance,Drums,https://www.whosampled.com/Mountain/Long-Red/
580,In Living Color,Chuuwee,2014,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
581,Truth,The Fila Fresh Crew,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
582,Pull Up,Shawn Chrystopher,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
583,00199,Assalti Frontali,1992,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
584,Guerrillas in the Midst,Niggaz With Hats,1994,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
585,Matemática De La Carne,Rayden (Spanish Rapper),2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
586,Buy People,Trife and DJ M80,2018,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
587,Cien Por Cien,Nazión Sur,1994,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
588,FX & Scratches (Vol. 3),Simon Harris,1989,Electronic / Dance,Drums,https://www.whosampled.com/Mountain/Long-Red/
589,All That Gold,Elohim,2016,Rock / Pop,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
590,Return of the DJ,DJ Faust,1999,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
591,So Ladies,Born Jamericans,1994,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
592,Informer (Funkymix),Snow,1992,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
593,Check What You're Listening To,Public Enemy,2005,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
594,"Monkey See, Monkey Do",C.E.B.,2016,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
595,LOL Nevermind,Wit and Dre Murray,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
596,Millions Billions Thousands,Kipp Stone,2017,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
597,Flatline,"DJ Doom, Pacewon and Nutso feat. Punchline and F.T.",2011,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
598,One Moment,High Society Collective,2011,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
599,One Missed Call,Chuuwee,2012,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
600,Poets Giving Criticism,Cage 1,1989,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
601,Shadows Approaching,Sa-Roc,2015,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
602,Let the Track Attack,Rage (Rap Duo),1992,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
603,When Michael Met Veronica,Professor P and DJ Akilles feat. Rigael Damar,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
604,BM,Luke Vibert,2018,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
605,The Lumberjack,Prime Minister Pete Nice and Daddy Rich,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
606,Everyday Thang,.308,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
607,The Saga Begins (Desert Eagle - You Scare Me Remix),Rakim,1998,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
608,Freak of the Week,The Boys,1992,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
609,The Ghost,Kirk,1994,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
610,Manifest Outro,Thurzday,2011,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
611,Too Much Paper,Lil' Flip,2004,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
612,Same Girl,Jennifer Lopez,2014,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
613,Van Buren Boys,Social Club feat. Anthony Rose,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
614,Rap Rushmore,N.O.R.E.,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
615,No Risk No Reward,LMNO,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
616,Royal Flow,Mike Stud,2013,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
617,Ice Cold,Red Cafe,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
618,I Don't Love You Anymore (Soul Shock Remix),True Mathematics,1989,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
619,Mental (So Pay Attention) Interlude,Another Bad Creation,1991,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
620,Live My Life (Business Mix),Boy George and MC Cyndee,1988,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
621,I Can't Hate Myself,Angelo Mota feat. NicX,2020,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
622,Real Heavy,Mr. Brady feat. Guilty Simpson and Johaz,2010,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
623,Ain't That a Bitch,Kam,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
624,My Brother and Me,Audio Push,2011,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
625,Just Loungin',Criminal Nation,1992,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
626,Codice Rosso,Mistaman feat. Kiave,2014,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
627,Souljahs,Infamous Syndicate,1998,Hip-Hop / Rap / R&B,Sound Effect / Other,https://www.whosampled.com/Mountain/Long-Red/
628,The New Yorker,Fonz,1992,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
629,"Rispetto Di Tutti, Paura Di Nessuno",Ensi,2014,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
630,What It Takes,Illogic,2000,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
631,Classical Hip-Hop,Underground Source,1990,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
632,S.H.H.H.H,Evidence,2003,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
633,666,Esham,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
634,Da Mac Flow,The Conscious Daughters,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
635,Ladrillo Talk,Thruway feat. Gab Gotcha and Camiliano,2014,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
636,Takin-Charge,Black Pearl Productions,1990,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
637,Understanding,CJ Mac,1991,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
638,Pluto,2 Skinnee J's,1998,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
639,Kentucky Fried 2,Theory Hazit,2017,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
640,Louder,Ta-Ku and Raashan Ahmad,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
641,Come Il Sole,Ensi,2012,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
642,Gone!,Phil Ade,2011,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
643,Back to the Crib,Da Funky Rebels,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
644,Henny Black,Skyzoo,2012,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
645,Not Your Average Joe,WC,2004,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
646,When Im With You,Uknow.,2019,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
647,King of the Pack,GQ feat. Sophia Fresh,2011,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
648,Thanks Rev,Propaganda (Rapper),2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
649,Intro,Shawn Chrystopher,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
650,So Real,"Compton Menace feat. Stacee Adamz, Slim the Mobster and N8 Jetson",2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
651,Embuste,Álvaro Díaz and Trooko,2020,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
652,Mama Mười Chín,Omen (Electronic Artist),2020,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
653,Drop Tha Bass,MC Zappa,2019,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
654,Get to Know Me,HeeSun Lee feat. Social Club,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
655,Gravity Waves,Soysauce feat. Saturn,2015,Electronic / Dance,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
656,星の道 [Road of Stars],OmarCameUp,2017,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
657,Def Squad,"Keith Murray, Redman and Erick Sermon",2008,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
658,The Neighborhood,Rock the M.C.,1988,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
659,It's Just Us,DaniLeigh,2016,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
660,Unorthodox,Sah-B,1994,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
661,Joies Overture,Dotmatic,2011,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
662,Detroit Red,Mickey Factz,2014,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
663,Favorite Things,CyHi the Prynce,2012,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
664,I'm Outta Time (Remix),Oasis,2008,Rock / Pop,Drums,https://www.whosampled.com/Mountain/Long-Red/
665,Do Not Touch (Remix),Tajai feat. Pep Love,2005,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
666,Dynamic Allocation,Errol Barnes,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
667,City on Fire,J. Monty,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
668,Cliff Notes,Millyz,2016,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
669,The Reptillian Agenda,B. Dolan,2010,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
670,Still Gon Make It / 3:20 AM Instrumental,Shawn Chrystopher,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
671,The Illness,Soundsci,2009,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
672,Days of Our Lives,Tuff Crew,1991,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
673,Hedz at Kompany Z,Crazy Wisdom Masters,1999,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
674,Clockin,39 Posse,1991,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
675,Hip Hop N' Rap (Thats Where My Heart Is At),The Brotherhood,1994,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
676,Good Love,Will Jordan (Songwriter),2020,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
677,Let Go,Laila Olivera feat. Tal (Christian Signer),2018,Gospel,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
678,So It Ends,S.O.,2015,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
679,Who's the Master?,Barsha,1990,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
680,Hey Hey,Native Rhythm,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
681,You Don't Want None of This Part 2,A.W.O.L. (Hip-Hop),1992,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
682,Nigga,"Burky, Geralt Iz Rivije and Koolade",2016,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
683,Beddie-Bye,Mad Kap feat. Jeff Broadway,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
684,Il Mezzo,Il Pagante feat. Emis Killa,2018,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
685,Lecę,Obywatel MC,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
686,Shall I Go On,The PreC.I.S.E. MC,1991,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
687,Hip Hop Mix,Mirage,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
688,Hard (Short),Wreckx-N-Effect,1992,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
689,Keep Movin,The Soul Dawgs,1999,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
690,6 Feet Back on the Map,J.V.C. F.O.R.C.E.,1992,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
691,Peace the Hell Out (Nasty Mix),Misfits of Madness,1994,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
692,Un Dia,MC Piri,2016,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
693,My Life (Nice Aim),Sho Baraka feat. PRo,2010,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
694,Everybody Sing That Shit,Flesha,2014,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
695,Ward of the State (Radio Edit),Askari X,1992,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
696,Let It Rain (Is There Anybody),Crowder feat. Mandisa,2019,Gospel,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
697,STRT TRBL,Social Club,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
698,Everbody Loves It,Nu MAGIK,2014,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
699,Apple Juice,The Boys,1992,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
700,Tennents,Private Party,1987,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
701,Burn It Up,Hardwire,1999,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
702,One Little Indian,A.L.T. and The Lost Civilization,1992,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
703,Somos Mcs,Tiro De Gracia,2004,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
704,Park Orchestra,Wildelux and Macapella,2021,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
705,Life of a Flintstone,MC Breed,1992,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
706,Green Groove (Pt 1 & 2),Danny Hibrid and The Nufunk Allstars,2006,Soul / Funk / Disco,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
707,Sam,Jacques Houdek,2018,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
708,Neva Gets Nervous,DJ Faust,1998,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
709,Chronic,MC Loon-e-Tune and DJ Battery Brain,1992,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
710,Interlurde (Isolation),Chris Miles,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
711,Call for Backup,Prohibited by Law Regiment,1990,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
712,Shotgun,HillaryJane,2014,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
713,Best in the West,"Bobby ""Bobcat"" Ervin",1989,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
714,We Win,Rhema Soul,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
715,Clap Your Hands (Radio Version),Dope Sound Period,1990,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
716,Thelonious,Greg Osby,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
717,Too Sexy,Boity feat. Riky Rick,2020,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
718,Dying to Live,Yaves feat. Ron Riley and Ruslan,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
719,"The Beat, the Rhyme, the Noise",Wee Papa Girl Rappers,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
720,Make a Move,Selo,1995,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
721,Black Is the Word,"Black, Rock & Ron",1989,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
722,Live (Get Your Feet Wet),Unity Committee,2008,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
723,On a Mission,MC Renegade,1989,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
