,title,artist,year,sample,genre,style
1009,Troubleneck Wreck,The Troubleneck Brothers,1993,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1010,House Energy Revenge,Cappella,1989,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1011,"Megablast (Hip Hop on Precinct 13) (7"" Mix)",Bomb the Bass,1988,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1012,Voodoo Child (Brainstorm Mix),Voodoo Child,1991,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1013,What Would We Do,DSK,1991,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1014,The Roof Is on Fire,The Orb,1989,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1015,Check This Out,Rob Base & DJ E-Z Rock,1988,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1016,Let's Rock,Chrisette Michele,2007,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1017,1999 She,Deaton Chris Anthony,2019,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1018,Hit It Run,Run-DMC,1986,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1019,Let's All Get Down,Mac Dre,1998,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1020,Here We Go,Freestylers feat. Definition of Sound,1998,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1021,Louder Than a Bomb,Public Enemy,1988,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1022,Lyin' King,Nine,1996,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1023,Folsom Prison Blues,Everlast,2008,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1024,Player's Anthem,Junior M.A.F.I.A. feat. The Notorious B.I.G.,1995,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1025,Get That Money,Glorilla feat. Niki Pooh,2022,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1026,Feel It,Erick Sermon feat. Sy Scott and Sean Paul,2004,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1027,Заколебал ты,Дискотека Авария,2001,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1028,Big Brother Beat,De La Soul feat. Mos Def,1996,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1029,Just Keep Rockin' (Robin Albers Mix),Double Trouble and Rebel MC,1989,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1030,Anfield Rap,Liverpool F.C,1988,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1031,Cold Lampin' With Flavor,Public Enemy,1988,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1032,Hat 2 Da Back,TLC,1992,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1033,Party People,Royal House,1987,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Multiple Elements
1034,Comin' for Datazz,Gang Starr,1994,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1035,Get Down,LL Cool J,1987,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1036,Aww Yeah!,MUMA.,2014,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1037,Milk Money,J Dilla,2009,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1038,Tha Game,"Pete Rock feat. Raekwon, Prodigy and Ghostface Killah",1998,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1039,Security,The Beat Club,1988,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1040,The Magnificent Jazzy Jeff,DJ Jazzy Jeff & the Fresh Prince,1987,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1041,Check It Out,Das EFX,1993,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1042,#1 Soul Brother,Pete Rock,1998,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1043,Per Averti Qui,Fabri Fibra,2002,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1044,Keep on Movin' (Teddy Riley Remix),Soul II Soul,1989,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1045,Microphone Master,Das EFX,1995,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1046,J'adore Hardcore,Scooter,2009,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1047,Double Trouble,The Roots feat. Mos Def,1999,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1048,I Said Hey,Macklemore,2005,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1049,Nothing to Worry About (The Kickdrums Remix),"Peter Bjorn and John feat. Wale, Rhymefest and Young Chris",2009,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Multiple Elements
1050,Into the Groove 2008,Madonna,2010,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Rock / Pop,Vocals / Lyrics
1051,The Garden of Eden,The Garden of Eden,1988,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1052,The Ghost of Christopher Wallace,Jay Electronica feat. Diddy,2010,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1053,Wassup Wassup,Diplo feat. Rye Rye,2007,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1054,Funky Fresh,DJ Stew feat. The Buddha Monks,1996,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1055,That's How I'm Living,Tony Scott,1989,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1056,Pooh Butt Day,Soul Intent,1988,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1057,Straight Up (Ultimix Mix),Paula Abdul,1990,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1058,Coast to Coast,Word of Mouth feat. DJ Cheese,1986,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1059,Agression Animée,The Alchemist,2017,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1060,Here We Go,Southpaw Chop feat. Large Professor,2010,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Multiple Elements
1061,Check Dis Out,Serious,1996,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1062,Rockin' Over the Beat (Remix),Technotronic,1990,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1063,8 Ball,DJ Quik,1991,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1064,Manic Stampede,Krome & Time,1992,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1065,The Comfort Zone,Vanessa Williams,1991,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1066,School Days,Big L,2010,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1067,Alright Alright,Masters at Work,1987,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1068,Fastest Rhyme,Young MC,1988,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1069,Strange Piano,Quasimoto,2005,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1070,He Is My DJ,Da Tekno Warriors,1998,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1071,Танцы,Мальчишник,1992,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1072,C'est La Vie,Zuna,2015,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1073,Dum Dums,Das EFX,1992,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1074,Zoom,Dr. Dre and LL Cool J,1998,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1075,Back in Black (Feel the Bass Mix),Techmaster P.E.B. and DJ Magic Mike,1996,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1076,"Grand Puba, Positive and L.G.",Brand Nubian feat. Positive K and Easy L.G.,1990,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1077,Chillin' With Santa,Derek B,1987,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1078,P.E. 2000 (Rock Mix),P. Diddy feat. Chuck D,1999,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1079,Dzieci Kwiaty,Tabasko,2012,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1080,The Look (Head-Drum-Mix),Roxette,1989,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1081,Raw,Technotronic,1989,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1082,Goes Like,Skepsis,2017,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1083,Speed,Bran Van 3000,2001,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Rock / Pop,Vocals / Lyrics
1084,Hip Hop Is Dead,Nas feat. will.i.am,2006,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Multiple Elements
1085,...Nur Musik Ist Schöner,SDP feat. Maliq,2006,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1086,Funky Fresh Dressed,Missy Elliott feat. Ms. Jade,2002,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1087,1 Contra 20 MC's,ToteKing,2004,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1088,Dirtchamber Track 1,The Prodigy,1999,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1089,Run for Cover,Eric B. & Rakim,1990,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1090,몸만와 [Let's Play House],HOBBY feat. Crush (Korean),2016,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1091,"Make Some Noise (Julian ""Jumpin"" Perez Mix)",Fast Eddie,1990,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1092,Moments in Soul,J.T. And the Big Family,1989,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1093,Hardstreet Shit,Radical 2 React,1997,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1094,Pie Fighters,"DJ Q-Bert feat. DZK, Madchild and Sicknature",2014,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1095,The Phantom (Turntable Scratch),Renegade Soundwave,1989,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Multiple Elements
1096,Get Busy,Mr. Lee (Chicago House),1989,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1097,White Boy Wasted,Your Favorite Martian and Dumbfoundead,2012,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1098,Rock and Roll (Could Never Hip Hop Like This) Part 2/Knockers,"Handsome Boy Modeling School, DJ Grand Wizard Theodore, Jazzy Jay and Lord Finesse feat. Rahzel, Linkin Park and Tim Meadows",2004,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1099,Things'll Never Change,E-40 feat. Bo Roc,1996,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1100,Adesso Lo So,DJ Shocca feat. Mistaman,2004,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1101,How Y'All Feel,Junki Munki,2007,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1102,On the Prowl,MC Skat Kat and the Stray Mob,1991,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1103,Dance All Nite,Poison Clan,1990,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1104,Mister Cee's Master Plan,Big Daddy Kane,1988,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1105,Pump Up the Bass,DJ Jazzy Jeff & the Fresh Prince,1988,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1106,Bust a Move (Funkymix),Young MC,1994,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1107,Perfection,Run-DMC,1986,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1108,We're in Da House,"Kris Kross feat. Jermaine Dupri, Terrance Shelton and X-Man",1992,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1109,Award Show Life,Prodigy,2012,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1110,Playback,Playback (K-Pop),2015,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1111,Springfield,Martin Tungevaag and Italobrothers,2015,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1112,Hey Here We Go,UMC's,1991,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1113,The Beginning (No Further Delay),Run-DMC feat. Method Man,1998,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1114,Shake That!,Scooter,2004,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1115,Sweet Misery (Rush/Stretch Remix),Amel Larrieux,2000,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1116,40 & Hiero,E-40 feat. Hieroglyphics,2012,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1117,DJ Business,Mystery Man,1992,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1118,Immortality,Maniac of Noize,1994,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1119,Failbait,deadmau5 feat. Cypress Hill,2012,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1120,Bass,King Tee,1988,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1121,Disappear,Bubba Sparxxx,2003,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1122,Stupido,Marracash,2010,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1123,DamDaDi,Golden Child (K-Pop Group),2017,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Rock / Pop,Vocals / Lyrics
1124,Romantic,Karyn White,1991,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1125,Young Playah',Mac Dre,1992,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1126,Confusion on the Inside,44 Max,1991,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1127,Techno Medley (Pettibone Mix),Technotronic,1990,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1128,Homey Don't Play Dat,Terminator X feat. Bonnie 'N' Clyde,1991,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1129,Cruise Beast,The Quick Brown Fox,2012,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1130,My DJ (Pump It Up Some),Richie Rich,1988,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1131,Hip Hop Music,Braille,2004,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1132,Pourquoi Je Suis Là,IAM,1998,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1133,Glazed Donuts (One 4 Dilla),J-Dubble,2006,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1134,It Don't Stop (Hip Hop Classic),Kris Kross,1993,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1135,Fx & Scratches (Vol. 2),Simon Harris,1988,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Other,Vocals / Lyrics
1136,Sad and Blue,Funkmaster Flex,1993,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1137,This Changes Everything,"Robert Glasper and Buddy feat. Denzel Curry, Terrace Martin and James Poyser",2019,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1138,Dum Dum Cry,Masters at Work,1987,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1139,Three Little Indians,Run-DMC,1993,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1140,Rock the Spot,Boom Bap Project,2005,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1141,If You Knew,Lil Bibby,2013,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1142,Feedback,"Adoonga and Bora feat. KISUM, Lil' Cham and Jace (Korean Rapper)",2015,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1143,Here We Go Again,Danger Mouse and Jemini,2003,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1144,Unified Rebelution,Jurassic 5,1995,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1145,Indul a Menet,Dopeman and Ganxsta Zolee,1997,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1146,Get Down,Derek B,1987,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1147,Don't Stop Till You Get Enough (Ultimix),Michael Jackson,2009,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Rock / Pop,Vocals / Lyrics
1148,Window Peeper,Phonic Boy on Dope,2014,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1149,Widdit,Lava La Rue,2018,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1150,Feelin',Gloria Estefan,1998,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Soul / Funk / Disco,Vocals / Lyrics
1151,No B.S. Allowed,Stetsasonic,1991,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1152,The People Want More,Darrien Kelly and The Unknown MC,1998,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Electronic / Dance,Vocals / Lyrics
1153,Cypher #3,"PlanBe, Anatom, Bedoes and Smolasty",2017,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1154,Love's Got Me,Loose Ends,1990,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1155,Drop,Ying Yang Twins,2008,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1156,Long Dick Chinese,Fresh Kid Ice,1992,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Hip-Hop / Rap / R&B,Vocals / Lyrics
1157,Stuck,Limp Bizkit,1997,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/,Rock / Pop,Vocals / Lyrics
